id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
822,Stanford,5,CS,Masters,Rejected,I,2017,3.44,168,159,327,5,TRUE
823,University Of Washington,4.5,CS,PhD,Accepted,I,2015,3.6,151,168,319,3.5,TRUE
824,(SUNY) University At Buffalo,2.7,CS,PhD,Accepted,I,2016,3.5,155,162,317,4,TRUE
825,Stanford University,5,CS,PhD,Rejected,U,2015,3.9,164,166,330,4,TRUE
826,Ohio State University (OSU),3.4,CS,PhD,Accepted,A,2013,3.64,160,163,323,5,TRUE
827,Clarkson University,5,CS,Masters,Rejected,I,2015,3.14,145,165,310,3,TRUE
828,"University Of Wisconsin, Madison",4.1,CS,PhD,Accepted,A,2012,3.8,160,153,313,4,TRUE
829,Ohio State University,3.4,CS,PhD,Accepted,I,2013,3.5,146,167,313,3.5,TRUE
830,University Of Wisconsin Madison,4.1,CS,Masters,Rejected,I,2015,3.5,161,165,326,3.5,TRUE
831,Harvard (SEAS),4,CS,PhD,Rejected,U,2017,3.98,165,170,335,4,TRUE
832,Cornell,4.5,CS,PhD,Rejected,A,2016,3.88,164,161,325,4,TRUE
833,Arizona State University,3.1,CS,PhD,Accepted,I,2014,3.5,142,169,311,3,TRUE
834,NCSU North Carolina State University,3.1,CS,Masters,Accepted,I,2016,3.25,149,167,316,3.5,TRUE
835,Indiana University(Bloomington),2.9,CS,PhD,Accepted,I,2014,3.5,142,169,311,3,TRUE
836,UCSD,4,CS,PhD,Accepted,I,2013,3.7,145,165,310,3,TRUE
837,UMass (Amherst),3.7,CS,PhD,Accepted,A,2017,3.7,162,168,330,4,TRUE
838,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2017,3.7,154,160,314,4,TRUE
839,University Of Washington,4.5,CS,PhD,Rejected,I,2016,3.78,159,166,325,4,TRUE
840,University Of Pennsylvania,3.8,CS,Masters,Accepted,I,2014,4,151,163,314,3.5,TRUE
841,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,U,2015,3.93,163,170,333,5,TRUE
842,Carnegie  Mellon University (CMU),5,CS,PhD,Accepted,U,2016,3,162,150,312,3,TRUE
843,University Of Texas At Austin,4.3,CS,Masters,Rejected,I,2016,3.5,153,166,319,3,TRUE
844,MIT,5,CS,PhD,Accepted,I,2013,3.8,149,160,309,3,TRUE
845,"""University Of Washington (Seattle)",4.5,CS,Masters,Rejected,I,2018,3.63,163,166,329,3,TRUE
846,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Rejected,I,2018,3.78,155,163,318,4,TRUE
847,Stanford,5,CS,Masters,Accepted,I,2015,3.76,164,170,334,3.5,TRUE
848,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,I,2017,3.91,162,170,332,4,TRUE
849,University Of Illinois At Urbana–Champaign,4.6,CS,PhD,Accepted,A,2015,4,156,166,322,4,TRUE
850,Carnegie  Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.87,159,168,327,3.5,TRUE
851,"University Of Maryland, College Park (UMD)",4,CS,PhD,Rejected,I,2015,3.67,164,145,309,3.5,TRUE
852,Princeton,4.4,CS,PhD,Rejected,I,2014,3.9,146,168,314,3,TRUE
853,Caltech,4.2,CS,PhD,Rejected,A,2015,3.68,165,165,330,4,TRUE
854,ีUniversity Of Maryland - College Park,4,CS,PhD,Accepted,A,2017,3.78,165,165,330,4,TRUE
855,The University Of Southern California,3.7,CS,Masters,Accepted,I,2016,3.9,154,168,322,3.5,TRUE
856,University Of California Santa Cruz,2.8,CS,PhD,Rejected,I,2014,4,154,164,318,4,TRUE
857,Columbia,4.1,CS,Masters,Accepted,U,2017,4,168,165,333,4,TRUE
858,The University Of Illinois At Urbana-Champaign,4.6,CS,Masters,Rejected,I,2016,3.74,167,168,335,4,TRUE
859,"Purdue University, West Lafayette",3.7,CS,Masters,Rejected,I,2014,3.67,158,163,321,3.5,TRUE
860,Columbia University,4.1,CS,Masters,Rejected,A,2015,3.4,168,166,334,6,TRUE
861,Princeton University,4.4,CS,Masters,Accepted,U,2016,3.95,157,170,327,4,TRUE
862,Carnegie Mellon,5,CS,Masters,Rejected,A,2012,3.91,158,164,322,4.5,TRUE
863,UC San Diego UCSD,4,CS,Masters,Rejected,A,2012,3.31,159,161,320,4.5,TRUE
864,Harvard (GSAS),4,CS,PhD,Rejected,A,2018,3.88,158,170,328,5.5,TRUE
865,Columbia University,4.1,CS,Masters,Accepted,I,2012,3.7,151,163,314,4,TRUE
866,University Of California Santa Barbara (UCSB),3.3,CS,Masters,Rejected,I,2018,3.9,145,162,307,4,TRUE
867,Cornell,4.5,CS,PhD,Rejected,I,2012,3.24,156,166,322,5,TRUE
868,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
869,Ohio State University,3.4,CS,Masters,Accepted,I,2015,3.97,150,168,318,4.5,TRUE
870,UCSD,4,CS,Masters,Accepted,I,2016,8.3,163,170,333,5,TRUE
871,Carnegie Mellon University,5,CS,PhD,Accepted,A,2018,4.13,167,170,337,5,TRUE
872,University Of Massachusetts Amherst,3.7,CS,Masters,Rejected,I,2015,3.5,158,163,321,4,TRUE
873,New York University,3.4,CS,Masters,Accepted,I,2013,3.9,163,165,328,4,TRUE
874,Brown University,3.6,Other,PhD,Accepted,I,2016,3.3,156,164,320,4,TRUE
875,"University OfCalifornia, Riverside (UCR)",2.7,CS,PhD,Accepted,I,2016,3.7,160,167,327,4,TRUE
876,"University Of Maryland, College Park (UMD)",4,CS,PhD,Accepted,I,2015,3.8,146,163,309,3,TRUE
877,"University Of Maryland, College Park",4,CS,Masters,Rejected,I,2015,8.23,148,170,318,3.5,TRUE
878,UCLA,4.1,CS,PhD,Rejected,I,2014,3.42,142,170,312,3,TRUE
879,"Ùniversity Of California, Irvine",3.4,CS,Masters,Rejected,I,2017,3.2,159,168,327,4,TRUE
880,"University Of Illinois, Urbana-Champaign",4.6,CS,PhD,Accepted,I,2012,3.98,154,164,318,3.5,TRUE
881,‌Boston University,3,CS,Masters,Rejected,U,2017,3.85,167,165,332,3.5,TRUE
882,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,A,2018,3.6,164,169,333,4.5,TRUE
883,(University Of Virginia) UVA,3.4,CS,Masters,Accepted,A,2018,3.6,164,168,332,5,TRUE
884,UCLA,4.1,CS,Masters,Accepted,I,2013,3.95,150,170,320,3,TRUE
885,University Of California San Diego (UCSD),4,CS,Masters,Accepted,A,2015,3.8,153,170,323,3.5,TRUE
886,‌Boston University,3,CS,Masters,Accepted,A,2017,3.4,167,165,332,4.5,TRUE
887,"""University Of Washington (Seattle)",4.5,CS,Masters,Rejected,U,2018,3.5,162,161,323,3.5,TRUE
888,Carnegie  Mellon University (CMU),5,CS,Masters,Accepted,I,2016,3.22,164,168,332,3.5,TRUE
889,"University Of California , Irvine(UCI)",3.4,CS,Masters,Accepted,I,2013,3.53,150,169,319,3.5,TRUE
890,MIT,5,CS,PhD,Rejected,A,2013,3.64,160,163,323,5,TRUE
891,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Accepted,I,2018,3.85,152,161,313,4,TRUE
892,Georgia Institute Of Technology (Georgia Tech),4.4,CS,Masters,Accepted,U,2015,3.73,160,170,330,4.5,TRUE
893,Carnegie Mellon University,5,CS,Masters,Accepted,U,2016,3.76,168,166,334,4,TRUE
894,Indiana University  [IUB],2.9,CS,Masters,Accepted,I,2016,3.15,153,164,317,3.5,TRUE
895,Colorado State (Fort Collins),2.4,CS,Masters,Rejected,I,2016,3.1,147,161,308,3,TRUE
896,Princeton,4.4,CS,PhD,Rejected,I,2014,3.8,166,153,319,3,TRUE
897,Carnegie Mellon University,5,CS,PhD,Accepted,U,2014,3.17,166,158,324,3.5,TRUE
898,U C Berkeley,5,CS,PhD,Accepted,I,2012,3.72,151,164,315,3.5,TRUE
899,Purdue University,3.7,CS,Masters,Rejected,I,2015,3.74,154,167,321,3.5,TRUE
900,Stanford,5,CS,PhD,Rejected,A,2016,3.59,168,159,327,3,TRUE
901,University Of Maryland: College Park (UMD),4,CS,PhD,Accepted,A,2013,3.64,160,163,323,5,TRUE
902,SUNY Buffalo,2.7,CS,PhD,Accepted,I,2014,3,153,164,317,3,TRUE
903,University Of Utah,3.1,CS,Masters,Accepted,I,2015,3.4,147,164,311,3,TRUE
904,Carnegie  Mellon University (CMU),5,CS,PhD,Accepted,I,2017,3.82,153,170,323,4.5,TRUE
905,UC San Diego,4,CS,PhD,Rejected,I,2014,3.8,142,165,307,2.5,TRUE
906,UCLA,4.1,CS,Masters,Rejected,I,2018,3.9,155,168,323,4.5,TRUE
907,Northeastern (NEU) Boston,3,CS,PhD,Accepted,I,2017,3.91,152,170,322,3,TRUE
908,University Of Texas At Austin,4.3,CS,Masters,Accepted,I,2018,3.63,155,168,323,3.5,TRUE
909,University Of Wisconsin—​Madison,4.1,CS,PhD,Accepted,I,2014,4,160,168,328,4.5,TRUE
910,"UCSD (University Of California, San Diego)",4,CS,Masters,Rejected,I,2018,3.94,158,167,325,,TRUE
911,University Of Southern California,3.7,CS,Masters,Accepted,I,2014,3.56,151,157,308,4,TRUE
912,Northeastern University (NEU),3,CS,PhD,Accepted,I,2014,3.4,157,165,322,2.5,TRUE
913,The University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2017,2.97,161,159,320,5,TRUE
914,University Of Texas At Austin,4.3,CS,Masters,Rejected,I,2015,3.68,153,162,315,4,TRUE
915,University Of Utah,3.1,CS,Masters,Rejected,I,2018,8.53,165,167,332,4,TRUE
916,Pennsylvania State University - University Park (Penn State),3.4,CS,PhD,Accepted,I,2012,3.48,141,164,305,3,TRUE
917,Ohio State (OSU),3.4,CS,Masters,Rejected,I,2016,3.4,159,165,324,4.5,TRUE
918,Columbia FFSEAS,4.1,CS,Masters,Rejected,I,2018,3.5,166,164,330,3.5,TRUE
919,University Of Chicago,3.4,CS,Masters,Accepted,I,2018,3,168,163,331,3.5,TRUE
920,"University Of Maryland, College Park",4,CS,PhD,Accepted,I,2013,3.52,156,168,324,,TRUE
921,Indiana University,2.9,CS,PhD,Accepted,A,2013,3.63,163,170,333,4.5,TRUE
922,Georgia Tech,4.4,CS,Masters,Rejected,I,2015,3.7,157,170,327,3.5,TRUE
923,Ucsd,4,CS,Masters,Rejected,I,2015,3.62,150,162,312,,TRUE
924,University Of Wisconsin-Madison,4.1,CS,PhD,Rejected,I,2015,3.8,160,167,327,4,TRUE
925,UC Santa Cruz (UCSC),2.8,CS,PhD,Accepted,A,2018,3.86,163,164,327,,TRUE
926,Wisconsin-Madison,4.1,CS,Masters,Rejected,I,2015,8.44,162,164,326,4,TRUE
927,The University Of Virginia (UVA),3.4,CS,Masters,Accepted,U,2017,3.75,168,152,320,3.5,TRUE
928,Stanford,5,CS,Masters,Rejected,I,2018,8.93,163,170,333,4.5,TRUE
929,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.6,164,164,328,4.5,TRUE
930,SUNY Stony Brook,3.2,CS,PhD,Accepted,I,2015,3.67,164,145,309,3.5,TRUE
931,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2015,7.74,150,162,312,3.5,TRUE
932,"University Of California, Santa Cruz",2.8,CS,Masters,Rejected,I,2013,3.2,157,165,322,3.2,TRUE
933,Cornell (Ithaca),4.5,CS,Other,Rejected,I,2016,3.79,150,160,310,4.5,TRUE
934,Caltech,4.2,CS,PhD,Rejected,U,2013,3.97,157,170,327,3.5,TRUE
935,Washington University In St. Louis,3,CS,Masters,Accepted,U,2012,3.7,156,165,321,3.5,TRUE
936,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2015,3.85,152,169,321,3,TRUE
937,Carnegie Mellon University,5,CS,Masters,Rejected,U,2015,3.8,154,170,324,3,TRUE
938,University Of Florida,3,CS,PhD,Accepted,I,2014,4,154,164,318,4,TRUE
939,Stanford University,5,CS,Masters,Accepted,I,2018,3.96,159,169,328,4,TRUE
940,UCSC (University Of California Santa Cruz),2.8,CS,Masters,Rejected,I,2018,3.25,158,164,322,4,TRUE
941,UCSD,4,CS,Masters,Rejected,I,2013,3.3,155,170,325,4,TRUE
942,The University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2016,3.86,159,167,326,5,TRUE
943,Carnagie Mellon University (CMU),5,CS,Masters,Accepted,U,2017,4.19,163,170,333,3.5,TRUE
944,University Of California Riverside (UCR),2.7,CS,PhD,Accepted,U,2018,3.8,141,160,301,3,TRUE
945,Indiana University Bloomington,2.9,CS,Masters,Accepted,I,2015,3.5,158,162,320,4,TRUE
946,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,I,2016,3.7,156,166,322,4,TRUE
947,Brown University,3.6,CS,Masters,Rejected,I,2016,3.9,167,166,333,4.5,TRUE
948,Stony Brook University,3.2,CS,Masters,Accepted,I,2015,3.72,156,166,322,4,TRUE
949,University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,PhD,Accepted,I,2013,4,149,160,309,3.5,TRUE
950,University Of Illinois - Urbana-Champaign (UIUC),4.6,CS,Masters,Rejected,I,2012,3.71,162,163,325,4,TRUE
951,"University Of California, Irvine (UCI)",3.4,CS,Masters,Accepted,A,2018,3.3,161,164,325,4,TRUE
952,Cornell (Ithaca),4.5,CS,PhD,Rejected,A,2017,3.84,169,164,333,5,TRUE
953,U.C. Berkeley,5,CS,PhD,Rejected,I,2012,3.92,162,164,326,4,TRUE
954,Rutgers (State University Of New Jersey) New Brunswick,3.3,CS,PhD,Rejected,I,2012,3.8,158,162,320,4,TRUE
955,Yale,3.7,CS,PhD,Accepted,I,2016,3.98,169,170,339,4,TRUE
956,"University Of Illinois, Chicago",2.6,CS,Masters,Accepted,I,2015,3.83,142,161,303,3,TRUE
957,UCLA,4.1,CS,PhD,Accepted,I,2013,3.85,148,166,314,3,TRUE
958,Columbia  University (Fu Foundation),4.1,CS,Masters,Rejected,A,2016,3.88,161,155,316,3,TRUE
959,Stanford University,5,CS,PhD,Rejected,U,2013,3.8,167,169,336,5,TRUE
960,University Of Southern California,3.7,CS,Masters,Accepted,I,2016,3.24,157,162,319,4,TRUE
961,Stanford University,5,CS,PhD,Rejected,A,2013,4,169,170,339,4.5,TRUE
962,?University Of Southern California (USC),3.7,CS,Other,Accepted,I,2016,3.71,160,163,323,5,TRUE
963,Oregon State University (OSU),2.5,CS,PhD,Accepted,I,2016,3.6,167,143,310,3,TRUE
964,Oregon State University,2.5,CS,Masters,Accepted,A,2014,3.85,160,152,312,5.5,TRUE
965,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2015,3.5,150,170,320,3,TRUE
966,University Of Maryland College Park,4,CS,Masters,Rejected,I,2015,3.5,154,163,317,4,TRUE
967,Stanford,5,CS,PhD,Rejected,I,2016,3.9,158,170,328,3,TRUE
968,Rice University,3.7,CS,PhD,Rejected,I,2015,3.58,152,170,322,3,TRUE
969,University Of Colorado Boulder,3.2,CS,PhD,Rejected,I,2014,3.56,147,164,311,3,TRUE
970,Colorado State University Fort Collins,2.4,CS,Masters,Accepted,I,2015,8.44,162,164,326,4,TRUE
971,Purdue West Lafayette,3.7,CS,PhD,Rejected,U,2016,3.98,159,168,327,5,TRUE
972,Massachusett Institute Of Technology (MIT),5,CS,PhD,Rejected,I,2018,3.8,159,169,328,4,TRUE
973,"(University Of California, Los Angeles UCLA)",4.1,CS,Masters,Accepted,I,2018,3.94,161,170,331,4.5,TRUE
974,Carnegie Mellon University (LTI),5,CS,Masters,Accepted,I,2014,3.35,154,168,322,4,TRUE
975,Princeton University,4.4,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
976,Case Western Reserve University,5,CS,PhD,Rejected,I,2014,3,165,145,310,3,TRUE
977,University Of Texas At Austin (UT Austin),4.3,CS,Masters,Rejected,I,2014,4,161,163,324,4,TRUE
978,University Of California Davis (UC Davis),3.3,CS,Masters,Accepted,I,2016,8.89,149,170,319,4,TRUE
979,California Institute Of Technology (Caltech),4.2,CS,PhD,Rejected,A,2012,3.5,155,165,320,3.5,TRUE
980,"University Of California, San Diego(UCSD)",4,CS,PhD,Rejected,I,2013,3.8,160,167,327,4.5,TRUE
981,Carnegie Mellon (CMU) LTI,5,CS,Masters,Accepted,I,2016,3.78,167,167,334,3.5,TRUE
982,University Of Texas At Austin (UT Austin),4.3,CS,Masters,Rejected,A,2018,3.76,154,167,321,4,TRUE
983,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Accepted,A,2018,3.43,159,162,321,3.5,TRUE
984,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.7,155,170,325,4,TRUE
985,"University Of Wisconsin, Madison",4.1,CS,Masters,Rejected,I,2016,3.9,152,163,315,4.5,TRUE
986,Michigan State University,2.9,CS,PhD,Rejected,I,2013,3.68,149,161,310,3.5,TRUE
987,ีUniversity Of Southern California (USC),3.7,CS,Masters,Rejected,U,2016,3.85,154,167,321,4.5,TRUE
988,Johns Hopkins University (JHU),3.6,CS,Masters,Rejected,I,2013,3.95,150,170,320,3,TRUE
989,Michigan State University,2.9,CS,PhD,Rejected,I,2012,3.4,146,164,310,4,TRUE
990,The University Of Pennsylvania,3.8,CS,Masters,Accepted,U,2017,3.9,162,170,332,4,TRUE
991,UC Berkeley (UCB),5,CS,PhD,Accepted,A,2018,3.96,146,167,313,4,TRUE
992,"University Of California, Berkeley",5,CS,Masters,Rejected,A,2014,3.66,169,166,335,4.5,TRUE
993,UC Davis,3.3,CS,Masters,Rejected,I,2018,3.38,151,167,318,4,TRUE
994,Columbia University,4.1,CS,PhD,Rejected,I,2014,3.8,153,166,319,,TRUE
995,University Of Wisconsin-Madison,4.1,CS,PhD,Accepted,I,2014,4,160,168,328,4,TRUE
996,University Of Washington,4.5,CS,PhD,Rejected,A,2017,3.5,167,167,334,4,TRUE
997,University Of Pennsylvania,3.8,CS,Masters,Rejected,I,2015,3.77,155,167,322,4,TRUE
998,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,I,2014,3.7,144,163,307,3.5,TRUE
999,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,U,2017,3.4,153,170,323,3.5,TRUE
1000,Duke University,3.6,CS,Masters,Rejected,I,2015,3.62,150,170,320,4,TRUE
1001,ีUniversity Of Maryland - College Park (UMD),4,CS,Masters,Rejected,I,2016,3.6,162,170,332,4,TRUE
1002,University Of Minnesotarsity Of Minnesota - Twin Cities (UMN),3.5,CS,Masters,Rejected,I,2017,3.8,158,168,326,4.5,TRUE
1003,"(University Of California, Los Angeles UCLA)",4.1,CS,Masters,Accepted,I,2018,3.8,168,170,338,5.5,TRUE
1004,University Of Utah,3.1,CS,Masters,Accepted,I,2018,3,154,162,316,3,TRUE
1005,Brown Univerisity,3.6,CS,Masters,Rejected,A,2018,3.82,150,168,318,4,TRUE
1006,UT Austin,4.3,CS,PhD,Rejected,I,2012,3.44,150,159,309,4,TRUE
1007,Princeton Univerisity,4.4,CS,PhD,Rejected,I,2017,3.83,162,170,332,4,TRUE
1008,North Carolina State University,3.1,CS,Masters,Accepted,U,2014,3.73,153,170,323,3,TRUE
1009,Indiana University Bloomington,2.9,CS,Masters,Accepted,A,2014,3.77,151,160,311,4,TRUE
1010,Indiana University (Bloomington),2.9,CS,Masters,Accepted,I,2018,3.2,160,170,330,4.5,TRUE
1011,"University Of Wisconsin, Madison",4.1,CS,Masters,Accepted,A,2014,3.86,170,164,334,4.5,TRUE
1012,Washington University In St. Louis,3,CS,PhD,Rejected,U,2015,3.95,153,163,316,4,TRUE
1013,Stanford,5,CS,PhD,Rejected,A,2013,3.96,166,163,329,5,TRUE
1014,Stanford University,5,CS,Masters,Rejected,A,2017,3.95,160,164,324,4.5,TRUE
1015,Georgia Institute Of Technology (Gatech Georgia Tech),4.4,CS,PhD,Rejected,I,2016,3.74,154,163,317,3.5,TRUE
1016,(SUNY) University At Buffalo,2.7,CS,Masters,Accepted,A,2018,3.33,157,167,324,4.5,TRUE
1017,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,Masters,Accepted,I,2017,9.91,151,170,321,4,TRUE
1018,The University Of Southern California (USC),3.7,CS,Masters,Rejected,A,2017,3.1,164,155,319,4.5,TRUE
1019,Brown University,3.6,Other,Masters,Accepted,I,2016,3.7,152,170,322,3.5,TRUE
1020,Stanford,5,CS,PhD,Rejected,A,2016,3.3,162,165,327,5,TRUE
1021,University Of Illinois Urbana-Champaign (UIUC),4.6,CS,Masters,Rejected,I,2018,3.73,169,147,316,3.5,TRUE
1022,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Rejected,I,2018,3.9,156,168,324,3.5,TRUE
1023,The University Of Illinois At Urbana-Champaign,4.6,CS,Masters,Rejected,I,2016,3.94,153,164,317,4.5,TRUE
1024,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Rejected,I,2018,3.99,170,156,326,3,TRUE
1025,Indiana University Bloomington,2.9,CS,Masters,Accepted,I,2013,3.44,154,158,312,3.5,TRUE
1026,NCSU (North Carolina State University) (NC State),3.1,CS,PhD,Accepted,A,2017,3.87,158,164,322,5.5,TRUE
1027,Stony Brook University,3.2,CS,PhD,Accepted,I,2014,3.5,169,142,311,4,TRUE
1028,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.91,153,166,319,4,TRUE
1029,Colorado - Boulder,3.2,CS,PhD,Accepted,A,2016,3.8,161,167,328,4,TRUE
1030,Duke University,3.6,CS,PhD,Accepted,I,2013,3.6,169,154,323,3.5,TRUE
1031,Purdue University,3.7,CS,Masters,Accepted,I,2015,3.8,161,169,330,3,TRUE
1032,North Carolina State University (NCSU),3.1,CS,Masters,Accepted,I,2015,3.75,160,170,330,4.5,TRUE
1033,"The Unviersity Of California, Santa Cruz(UCSC)",2.8,CS,Masters,Accepted,I,2016,3.45,157,170,327,3.5,TRUE
1034,(Arizona State University) ASU,3.1,CS,Masters,Rejected,I,2016,2.9,150,161,311,3,TRUE
1035,Carnege Mellon University,5,CS,Masters,Rejected,I,2017,3.83,159,165,324,3,TRUE
1036,The University Of Arizona,3.1,CS,PhD,Accepted,A,2018,3.47,159,165,324,4.5,TRUE
1037,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,I,2018,3.94,159,168,327,4.5,TRUE
1038,Georgia Tech,4.4,CS,Masters,Accepted,A,2015,3.7,168,163,331,5.5,TRUE
1039,UC Berkeley,5,CS,PhD,Rejected,I,2015,4,158,170,328,4,TRUE
1040,Yale  University,3.7,CS,Masters,Rejected,A,2018,3.6,164,169,333,4.5,TRUE
1041,CMU,5,CS,PhD,Rejected,I,2013,9.99,169,168,337,4.5,TRUE
1042,Carnegie  Mellon University,5,CS,Masters,Rejected,I,2018,3.5,165,155,320,4,TRUE
1043,UC Berkeley,5,CS,PhD,Accepted,I,2015,4,170,148,318,3,TRUE
1044,Purdue University,3.7,CS,PhD,Rejected,I,2013,3.8,168,154,322,4.5,TRUE
1045,Carnegie Mellon,5,CS,PhD,Rejected,U,2013,3.77,154,163,317,3,TRUE
1046,University Of Delaware (UDel),2.5,CS,PhD,Accepted,I,2016,3.65,150,167,317,3,TRUE
1047,Carnegie Mellon,5,CS,Masters,Rejected,I,2016,3.9,149,168,317,3,TRUE
1048,The University Of Texas At Austin,4.3,CS,PhD,Accepted,I,2016,3.8,160,170,330,4.5,TRUE
1049,Cornell,4.5,CS,PhD,Accepted,I,2016,3.91,151,165,316,3.5,TRUE
1050,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2015,3.87,161,170,331,3.5,TRUE
1051,Stanford,5,CS,Masters,Rejected,I,2014,3.89,161,164,325,4.5,TRUE
1052,University Of Southern California,3.7,CS,Masters,Accepted,A,2015,3.53,165,163,328,6,TRUE
1053,Purdue,3.7,CS,Masters,Accepted,A,2015,3.5,145,160,305,4,TRUE
1054,(University Of Virginia) UVA,3.4,CS,Masters,Rejected,I,2018,3.77,154,169,323,3.5,TRUE
1055,Carnagie Mellon University(CMU),5,CS,Masters,Rejected,I,2017,3.5,156,170,326,4,TRUE
1056,University Of Chicago,3.4,CS,Masters,Accepted,A,2018,3.93,166,167,333,5,TRUE
1057,Carnagie Mellon University,5,CS,Masters,Rejected,I,2016,3.9,157,164,321,3,TRUE
1058,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,A,2018,3.5,155,165,320,4,TRUE
1059,U Mass Amherst,3.7,CS,Masters,Rejected,I,2016,3.71,153,162,315,4,TRUE
1060,University Of Chicago,3.4,CS,PhD,Rejected,I,2015,3.7,149,165,314,3,TRUE
1061,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,I,2018,3.87,161,170,331,4.5,TRUE
1062,GaTech (Georgia Institute Of Technology),4.4,CS,PhD,Rejected,A,2016,3.6,154,161,315,4,TRUE
1063,University Of Virginia,3.4,CS,PhD,Accepted,I,2015,3.89,152,163,315,3.5,TRUE
1064,"University Of California, Santa Cruz (UCSC)",2.8,CS,PhD,Rejected,U,2017,3.5,161,161,322,4,TRUE
1065,NYU Tandon,3.4,CS,PhD,Accepted,I,2016,3,155,162,317,4,TRUE
1066,The University Of Washington - Seattle,4.5,CS,PhD,Accepted,A,2018,3.94,168,158,326,4,TRUE
1067,Cornell (Ithaca),4.5,CS,Masters,Rejected,I,2016,3.5,163,168,331,4.5,TRUE
1068,Columbia University,4.1,CS,Masters,Accepted,U,2016,3.88,150,170,320,3.5,TRUE
1069,Columbia  University,4.1,CS,Masters,Rejected,A,2016,3.93,158,160,318,4,TRUE
1070,Texas A&M;,3.1,CS,Masters,Accepted,I,2013,3.5,149,170,319,3.5,TRUE
1071,Purdue University West Lafayette,3.7,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
1072,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Accepted,A,2012,4,170,169,339,6,TRUE
1073,UCR University Of California Riverside,2.7,CS,Masters,Accepted,I,2016,3.1,146,162,308,3,TRUE
1074,Columbia University,4.1,CS,Masters,Rejected,A,2016,3.96,166,169,335,4.5,TRUE
1075,University Of Texas At Austin,4.3,CS,Masters,Rejected,I,2016,3.5,153,164,317,3,TRUE
1076,University Of Pennsylvania,3.8,Other,Masters,Accepted,I,2015,3.67,160,167,327,5,TRUE
