id,university,ranking, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
1616,Northeastern University (NEU),3,CS,PhD,Accepted,A,2012,3.66,158,161,319,4.5,TRUE
1617,University of Texas at Austin,4.3,CS,PhD,Accepted,I,2015,4,165,163,328,6,TRUE
1618,University of Pennsylvania (UPenn),3.8,CS,PhD,Accepted,A,2012,4,170,169,339,6,TRUE
1619,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
1620,North Carolina State University,3.1,CS,Masters,Rejected,I,2016,3.79,153,163,316,3.5,TRUE
1621,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2018,3.69,152,170,322,3.5,TRUE
1622,New York University (NYU),3.4,CS,PhD,Accepted,A,2015,3.82,168,170,338,4.5,TRUE
1623,University of Florida (UF),3,CS,Masters,Rejected,I,2015,3.2,153,161,314,3.5,TRUE
1624,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Accepted,I,2016,3.45,157,170,327,3.5,TRUE
1625,"University Of California, Berkeley",5,CS,PhD,Accepted,A,2015,3.82,168,170,338,4.5,TRUE
1626,Yale University,3.7,CS,Masters,Rejected,A,2018,3.6,164,169,333,4.5,TRUE
1627,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Accepted,A,2015,3.2,170,165,335,4,TRUE
1628,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2013,3.96,143,168,311,3,TRUE
1629,Stanford University,5,CS,PhD,Accepted,I,2012,4,158,167,325,4,TRUE
1630,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,U,2016,3.93,152,170,322,3.5,TRUE
1631,University Of Washington,4.5,CS,PhD,Rejected,I,2016,3.2,149,165,314,3,TRUE
1632,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Accepted,I,2016,3.81,162,170,332,3.5,TRUE
1633,Purdue University,3.7,CS,PhD,Accepted,I,2015,3.89,152,163,315,3.5,TRUE
1634,"University of California, Davis",3.3,CS,PhD,Accepted,A,2015,3.44,159,156,315,3,TRUE
1635,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2016,3.6,159,170,329,3.5,TRUE
1636,Princeton University,4.4,CS,Masters,Rejected,I,2016,3.98,161,170,331,4.5,TRUE
1637,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2014,3.25,153,170,323,3,TRUE
1638,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Rejected,A,2016,3.83,166,158,324,4.5,TRUE
1639,"University of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Accepted,U,2017,3.84,157,167,324,4.5,TRUE
1640,University Of Southern California (USC),3.7,CS,PhD,Accepted,U,2015,3.86,157,169,326,3.5,TRUE
1641,Rochester Institute of Technology,2.5,CS,Masters,Accepted,I,2016,3.51,146,160,306,4,TRUE
1642,Purdue University,3.7,CS,PhD,Accepted,I,2017,3.5,156,170,326,4,TRUE
1643,Stanford University,5,CS,PhD,Rejected,I,2014,3.86,154,165,319,3.5,TRUE
1644,Texas A&M,3.1,CS,Masters,Accepted,I,2018,3.63,155,170,325,4,TRUE
1645,Texas A&M,3.1,CS,Masters,Accepted,I,2016,3.3,168,152,320,3,TRUE
1646,Texas A&M,3.1,CS,PhD,Accepted,I,2015,3.84,166,168,334,5.5,TRUE
1647,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2016,3.94,151,170,321,3,TRUE
1648,"University of California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,A,2017,3.86,154,163,317,3,TRUE
1649,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2015,3.77,155,167,322,4,TRUE
1650,Columbia University,4.1,CS,Masters,Accepted,A,2015,3.55,155,153,308,4,TRUE
1651,Columbia University,4.1,CS,Masters,Rejected,I,2018,3.5,169,150,319,3,TRUE
1652,Princeton University,4.4,CS,Masters,Rejected,A,2018,3.5,168,162,330,4,TRUE
1653,Princeton University,4.4,CS,Masters,Rejected,I,2013,3.7,163,170,333,3,TRUE
1654,University of Texas at Austin,4.3,CS,Masters,Accepted,A,2015,3.7,163,168,331,5.5,TRUE
1655,Boston University,4.1,CS,PhD,Accepted,U,2016,4,165,170,335,4.5,TRUE
1656,"University of California, Davis",3.3,CS,PhD,Accepted,A,2018,3.93,162,166,328,4,TRUE
1657,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,3.57,163,155,318,4,TRUE
1658,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,A,2013,3.81,169,170,339,5,TRUE
1659,"University of California, Davis",3.3,CS,Masters,Accepted,I,2015,3.4,158,163,321,4,TRUE
1660,Brown University,3.6,CS,PhD,Rejected,I,2013,3.8,159,170,329,4,TRUE
1661,Harvard University,4,CS,Masters,Rejected,I,2018,3.5,161,170,331,4.5,TRUE
1662,University of Texas at Austin,4.3,CS,PhD,Rejected,A,2016,3.55,154,161,315,4,TRUE
1663,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2018,3.5,163,163,326,5,TRUE
1664,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2017,3.6,162,168,330,4,TRUE
1665,Texas A&M,3.1,CS,Masters,Rejected,I,2016,3,160,166,326,4.5,TRUE
1666,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2017,3.58,147,165,312,4,TRUE
1667,"University Of California, Riverside",2.7,CS,Masters,Rejected,I,2012,3.6,158,154,312,2.5,TRUE
1668,Stanford University,5,CS,Masters,Accepted,I,2018,3.89,166,170,336,4.5,TRUE
1669,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2016,3.63,160,161,321,3.5,TRUE
1670,Stanford University,5,CS,Masters,Rejected,I,2016,3.82,159,170,329,4.5,TRUE
1671,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2018,3.5,155,163,318,4,TRUE
1672,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Rejected,I,2015,3.5,144,167,311,3,TRUE
1673,"University Of California, Irvine",3.4,CS,Masters,Rejected,U,2012,3.3,154,168,322,4.5,TRUE
1674,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2013,3.35,142,166,308,3.5,TRUE
1675,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,3.92,164,170,334,4,TRUE
1676,Northeastern University (NEU),3,CS,Masters,Rejected,I,2018,3.85,162,167,329,4,TRUE
1677,Columbia University,4.1,CS,PhD,Rejected,I,2015,3.42,161,167,328,3.5,TRUE
1678,Harvard University,4,CS,PhD,Accepted,I,2017,4,162,168,330,4,TRUE
1679,Stanford University,5,CS,PhD,Rejected,I,2012,3.7,144,166,310,4,TRUE
1680,University Of Virginia (UVA),3.4,CS,Masters,Accepted,A,2014,3.85,166,155,321,4,TRUE
1681,Harvard University,4,CS,PhD,Rejected,I,2018,3.88,169,159,328,4,TRUE
1682,California Institue Of Technology (Caltech),4.2,CS,PhD,Rejected,I,2012,3.76,148,168,316,3.5,TRUE
1683,Cornell University,4.5,CS,Masters,Accepted,I,2014,3.82,150,162,312,3.5,TRUE
1684,Princeton University,4.4,CS,PhD,Rejected,U,2018,3.67,155,168,323,3,TRUE
1685,University Of Washington,4.5,CS,PhD,Accepted,A,2013,3.93,161,166,327,5,TRUE
1686,New York University (NYU),3.4,CS,Masters,Accepted,I,2017,3.6,162,168,330,4,TRUE
1687,University of Florida (UF),3,CS,PhD,Accepted,I,2018,3.5,165,152,317,4,TRUE
1688,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,U,2013,3.7,155,168,323,4,TRUE
1689,Cornell University,4.5,CS,PhD,Rejected,A,2015,4,156,166,322,4,TRUE
1690,University of Texas at Austin,4.3,CS,PhD,Rejected,I,2015,3.68,153,162,315,4,TRUE
1691,North Carolina State University,3.1,CS,Masters,Accepted,I,2016,3.4,153,166,319,4,TRUE
1692,University of Texas at Austin,4.3,CS,PhD,Accepted,I,2013,3.6,157,168,325,4,TRUE
1693,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2013,3.57,149,167,316,3.5,TRUE
1694,Columbia University,4.1,CS,Masters,Rejected,I,2018,3.46,157,170,327,3.5,TRUE
1695,State University of New York (SUNY) at Buffalo,2.7,CS,Masters,Accepted,I,2017,3.3,158,164,322,4,TRUE
1696,Stanford University,5,CS,PhD,Rejected,A,2018,3.92,169,169,338,5,TRUE
1697,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2018,3.6,160,163,323,4.5,TRUE
1698,Cornell University,4.5,CS,PhD,Accepted,I,2015,3.84,154,167,321,3.5,TRUE
1699,"University of California, Santa Cruz (UCSC)",2.8,CS,PhD,Rejected,A,2015,3.08,160,159,319,5,TRUE
1700,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2017,3.48,161,164,325,4.5,TRUE
1701,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,2.9,167,145,312,3,TRUE
1702,Stanford University,5,CS,Masters,Accepted,I,2012,3.7,163,169,332,4,TRUE
1703,Indiana University,2.9,CS,Masters,Accepted,I,2015,3.7,153,157,310,3,TRUE
1704,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2016,3.84,147,168,315,3,TRUE
1705,Stanford University,5,CS,PhD,Rejected,A,2018,3.96,162,166,328,4.5,TRUE
1706,Cornell University,4.5,CS,Masters,Rejected,I,2013,3,150,170,320,4,TRUE
1707,Columbia University,4.1,CS,Masters,Accepted,I,2013,3.5,170,150,320,3,TRUE
1708,Stanford University,5,CS,PhD,Rejected,I,2016,3.93,148,167,315,4,TRUE
1709,Rutgers Univeresity,3.3,CS,PhD,Accepted,I,2015,3.8,154,168,322,4.5,TRUE
1710,State University of New York (SUNY) at Buffalo,2.7,CS,Masters,Accepted,I,2018,3.3,149,170,319,3.5,TRUE
1711,Columbia University,4.1,CS,Masters,Accepted,I,2016,3.44,161,168,329,4,TRUE
1712,Ohio State University (OSU),3.4,CS,PhD,Accepted,I,2016,3.4,154,170,324,3.5,TRUE
1713,University Of Washington,4.5,CS,PhD,Accepted,I,2016,3.93,158,170,328,4,TRUE
1714,North Carolina State University,3.1,CS,Masters,Accepted,I,2017,3.63,163,170,333,4.5,TRUE
1715,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2014,3.8,155,160,315,4.5,TRUE
1716,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2015,3.97,150,168,318,4.5,TRUE
1717,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2015,3.65,170,161,331,5,TRUE
1718,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,I,2018,3.3,151,158,309,3,TRUE
1719,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
1720,Massachusetts Institute of Technology (MIT),5,CS,PhD,Accepted,A,2017,3.7,170,168,338,5,TRUE
1721,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2016,3.9,164,170,334,5.5,TRUE
1722,Ohio State University (OSU),3.4,CS,Masters,Accepted,I,2015,3.75,147,170,317,3,TRUE
1723,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2015,3.68,165,165,330,4,TRUE
1724,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2018,3.93,166,168,334,5,TRUE
1725,"University Of California, Riverside",2.7,CS,PhD,Accepted,U,2017,3.7,144,161,305,3,TRUE
1726,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2018,3.82,160,170,330,4.5,TRUE
1727,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2015,2.8,150,170,320,4,TRUE
1728,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2016,3.98,162,165,327,4.5,TRUE
1729,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2016,3.94,151,170,321,3,TRUE
1730,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.63,169,152,321,3,TRUE
1731,University Of Southern California (USC),3.7,CS,PhD,Accepted,I,2014,4,162,170,332,4,TRUE
1732,Northeastern University (NEU),3,CS,PhD,Accepted,I,2014,3.7,152,164,316,3,TRUE
1733,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2015,3.45,150,166,316,3.5,TRUE
1734,University Of Washington,4.5,CS,PhD,Rejected,A,2012,3.47,167,157,324,5.5,TRUE
1735,Emory University,2.3,CS,PhD,Accepted,U,2018,3.71,156,166,322,3.5,TRUE
1736,University of Chicago,3.4,CS,PhD,Accepted,A,2016,3.3,162,165,327,5,TRUE
1737,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,U,2017,3.9,162,170,332,4,TRUE
1738,Harvard University,4,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
1739,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2018,3.63,163,163,326,4,TRUE
1740,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2015,3.7,159,165,324,5,TRUE
1741,"University Of California, San Diego (UCSD)",4,CS,PhD,Rejected,I,2015,3.56,147,166,313,4,TRUE
1742,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2014,3.8,157,164,321,5,TRUE
1743,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,I,2014,3.7,156,169,325,4,TRUE
1744,Northeastern University (NEU),3,CS,PhD,Accepted,I,2018,3.46,160,162,322,4.5,TRUE
1745,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2013,3.94,155,168,323,4,TRUE
1746,Harvard University,4,CS,PhD,Rejected,I,2016,3.7,148,167,315,3,TRUE
1747,University Of California Los Angeles (UCLA),4.1,CS,PhD,Rejected,I,2014,3.7,143,163,306,4,TRUE
1748,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2018,3.78,153,167,320,3.5,TRUE
1749,University Of Maryland,4,CS,Masters,Rejected,A,2015,3.73,163,170,333,5,TRUE
1750,Columbia University,4.1,CS,Masters,Accepted,I,2015,3.6,154,170,324,3.5,TRUE
1751,"University Of California, Irvine",3.4,CS,PhD,Rejected,A,2012,3.15,162,153,315,4.5,TRUE
1752,Stanford University,5,CS,Masters,Accepted,U,2017,3.94,168,161,329,4.5,TRUE
1753,Indiana University,2.9,CS,Masters,Accepted,I,2013,3,149,166,315,3,TRUE
1754,Brown University,3.6,CS,Masters,Accepted,I,2016,4,158,167,325,5,TRUE
1755,"University Of California, Irvine",3.4,CS,PhD,Accepted,I,2013,3.92,154,165,319,3.5,TRUE
1756,Northeastern University (NEU),3,CS,Masters,Accepted,I,2015,3,158,161,319,3.5,TRUE
1757,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
1758,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,I,2015,3.43,167,170,337,3.5,TRUE
1759,Rutgers Univeresity,3.3,CS,PhD,Rejected,I,2013,3.11,147,158,305,3.5,TRUE
1760,Boston University,3,CS,Masters,Rejected,I,2012,3.35,154,166,320,4.5,TRUE
1761,Northwestern University,3.4,CS,PhD,Rejected,I,2015,3.58,152,170,322,3,TRUE
1762,Princeton University,4.4,CS,PhD,Rejected,A,2015,3.93,160,165,325,3.5,TRUE
1763,Texas A&M,3.1,CS,PhD,Rejected,I,2013,3.72,143,162,305,3,TRUE
1764,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.88,170,157,327,3.5,TRUE
1765,Brown University,3.6,CS,Masters,Accepted,I,2017,3.49,170,161,331,4,TRUE
1766,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,A,2017,3.89,167,170,337,5,TRUE
1767,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2017,3.48,161,161,322,3.5,TRUE
1768,"University of California, Davis",3.3,CS,PhD,Accepted,I,2015,3.88,157,170,327,3.5,TRUE
1769,Columbia University,4.1,CS,Masters,Rejected,I,2015,3.6,151,170,321,3,TRUE
1770,Stanford University,5,CS,Masters,Accepted,A,2013,3.72,168,167,335,4,TRUE
1771,Vanderbilt University,2.8,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
1772,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.7,165,170,335,4.5,TRUE
1773,University Of Maryland,4,CS,PhD,Accepted,A,2012,3.87,165,168,333,4,TRUE
1774,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.67,165,140,305,3,TRUE
1775,Princeton University,4.4,CS,PhD,Accepted,A,2018,4,170,170,340,5.5,TRUE
1776,Stanford University,5,CS,PhD,Accepted,U,2017,3.83,167,168,335,5,TRUE
1777,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2016,3.33,158,163,321,4,TRUE
1778,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,A,2016,3.6,163,165,328,5,TRUE
1779,University Of Washington,4.5,CS,PhD,Rejected,A,2015,3.9,165,169,334,4.5,TRUE
1780,"University Of California, Riverside",2.7,CS,PhD,Accepted,I,2016,3.7,160,167,327,4,TRUE
1781,Ohio State University (OSU),3.4,CS,Masters,Accepted,A,2018,3.76,156,164,320,4,TRUE
1782,"University Of California, Irvine",3.4,CS,PhD,Accepted,I,2013,3.4,155,168,323,4,TRUE
1783,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
1784,Northeastern University (NEU),3,CS,Masters,Accepted,I,2017,3.7,162,161,323,4.5,TRUE
1785,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2014,3.63,158,166,324,4,TRUE
1786,University Of Maryland,4,CS,PhD,Accepted,I,2016,3.92,149,166,315,4,TRUE
1787,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2013,4,158,170,328,3,TRUE
1788,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2018,3.84,158,165,323,4.5,TRUE
1789,Boston University,3,CS,PhD,Accepted,A,2017,4,169,170,339,5,TRUE
1790,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2018,3.76,156,168,324,4,TRUE
1791,Brown University,3.6,CS,Masters,Rejected,I,2016,3.9,167,166,333,4.5,TRUE
1792,Princeton University,4.4,CS,PhD,Rejected,A,2014,3.78,165,170,335,4.5,TRUE
1793,Stanford University,5,CS,PhD,Rejected,I,2013,3.83,163,167,330,4.5,TRUE
1794,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2018,3,155,168,323,3,TRUE
1795,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,A,2012,3.45,156,158,314,4.5,TRUE
1796,"University of California, Davis",3.3,CS,PhD,Rejected,U,2013,3.44,150,160,310,4,TRUE
1797,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2018,3.83,162,167,329,4.5,TRUE
1798,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,A,2014,3.63,166,168,334,4.5,TRUE
1799,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2014,3.41,167,169,336,4,TRUE
1800,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Rejected,I,2016,3.49,152,161,313,3.5,TRUE
1801,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2015,3.52,155,169,324,4.5,TRUE
1802,Harvard University,4,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
1803,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2016,3.76,161,167,328,5,TRUE
1804,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2017,3.9,159,170,329,4,TRUE
1805,Brown University,3.6,CS,Masters,Rejected,I,2015,3.18,161,166,327,4,TRUE
1806,University of Chicago,3.4,CS,PhD,Rejected,A,2013,3.85,161,169,330,4.5,TRUE
1807,"University Of California, Irvine",3.4,CS,Masters,Rejected,A,2017,3.49,162,161,323,5,TRUE
1808,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2017,3.5,158,170,328,3.5,TRUE
1809,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2013,3,155,167,322,3,TRUE
1810,New York University (NYU),3.4,CS,Masters,Accepted,I,2013,3.5,160,164,324,4,TRUE
1811,New York University (NYU),3.4,CS,Masters,Rejected,I,2013,3.33,154,159,313,3.5,TRUE
1812,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2014,3.7,154,169,323,4.5,TRUE
1813,North Carolina State University,3.1,CS,Masters,Rejected,I,2016,3.9,155,162,317,3.5,TRUE
1814,Rochester Institute of Technology,2.5,CS,Masters,Accepted,I,2016,3,153,157,310,4,TRUE
1815,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2016,3,143,168,311,3.5,TRUE
1816,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,U,2015,3.86,153,170,323,3.5,TRUE
1817,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,4,161,170,331,5,TRUE
1818,"University of California, Santa Cruz (UCSC)",2.8,CS,PhD,Rejected,U,2014,3.3,142,164,306,4,TRUE
1819,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
1820,Colorado State University,2.4,CS,PhD,Rejected,I,2013,3,142,163,305,3,TRUE
1821,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,U,2017,3.78,166,166,332,4.5,TRUE
1822,"University Of California, Berkeley",5,CS,Masters,Rejected,A,2015,3.44,159,156,315,3,TRUE
1823,University of Texas at Austin,4.3,CS,Masters,Accepted,I,2013,4,161,166,327,4.5,TRUE
1824,University of Chicago,3.4,CS,Masters,Rejected,A,2018,3.33,157,167,324,4.5,TRUE
1825,"University of North Carolina, Chapel Hill (UNC)",3.6,CS,PhD,Accepted,A,2012,3.87,165,168,333,4,TRUE
1826,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,A,2012,4,170,169,339,6,TRUE
1827,Rice University,3.7,CS,PhD,Accepted,A,2015,3.31,162,167,329,4.5,TRUE
1828,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,A,2013,4,169,170,339,4.5,TRUE
1829,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,U,2018,3.93,163,170,333,5.5,TRUE
1830,University Of Virginia (UVA),3.4,CS,PhD,Accepted,I,2015,3.89,152,163,315,3.5,TRUE
1831,Princeton University,4.4,CS,Masters,Rejected,U,2018,3.6,163,170,333,3.5,TRUE
1832,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2013,4,160,168,328,5,TRUE
1833,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2018,3.65,155,167,322,3.5,TRUE
1834,Stanford University,5,CS,Masters,Rejected,A,2017,3.84,169,168,337,5,TRUE
1835,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,I,2013,3.53,154,162,316,3,TRUE
1836,"University Of California, Irvine",3.4,CS,Masters,Rejected,I,2016,3.8,154,163,317,3,TRUE
1837,University Of Washington,4.5,CS,PhD,Rejected,A,2018,3.9,166,160,326,5,TRUE
1838,Clemson University,2.3,CS,Masters,Accepted,I,2013,3.7,159,166,325,3.5,TRUE
1839,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2016,3.72,149,167,316,3.5,TRUE
1840,Princeton University,4.4,CS,Masters,Rejected,A,2015,3.52,155,169,324,4.5,TRUE
1841,University of Delaware,2.5,CS,Masters,Accepted,I,2015,3.75,147,170,317,3,TRUE
1842,Princeton University,4.4,CS,Masters,Accepted,A,2016,3.97,165,167,332,5.5,TRUE
1843,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Accepted,I,2017,4,156,166,322,4,TRUE
1844,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2014,3.72,155,168,323,4,TRUE
1845,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Rejected,I,2017,3.95,162,170,332,5,TRUE
1846,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,A,2013,3.75,163,170,333,4,TRUE
1847,Rice University,3.7,CS,Masters,Rejected,I,2015,3.42,150,165,315,3,TRUE
1848,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,U,2016,3.89,154,169,323,3.5,TRUE
1849,Northeastern University (NEU),3,CS,Masters,Rejected,I,2018,3.3,151,168,319,4,TRUE
1850,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,A,2016,3.3,165,169,334,4.5,TRUE
1851,University of Kansas,2.2,CS,PhD,Accepted,A,2014,3.45,158,162,320,5,TRUE
1852,Purdue University,3.7,CS,PhD,Accepted,U,2015,3.9,153,167,320,4,TRUE
1853,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2015,3.7,152,164,316,3.5,TRUE
1854,University Of Washington,4.5,CS,PhD,Rejected,A,2014,3.7,164,166,330,4,TRUE
